ph,ph_s,wt,wt_s,ec,ec_s,status
1.76,2,68.49,1,9.58,1,211
5.7,0,20.85,0,0.78,2,2
5.97,0,49.55,1,0.35,2,12
5.51,0,18,0,1.66,0,0
11.82,1,20.15,0,0,2,102
5.72,0,26.5,1,1.66,0,10
8.74,1,33.2,1,5.39,1,111
2.87,2,6.73,2,0.02,2,222
0.32,2,86.84,1,0.93,2,212
0.97,2,8.89,2,0.33,2,222
10.71,1,20.75,0,5.08,1,101
5.99,0,21,0,2.06,0,0
10,1,93.31,1,4.39,1,111
7.12,1,20.75,0,2.04,0,100
0.56,2,20.79,0,8.78,1,201
6.19,0,21.89,0,3.35,1,1
9.26,1,88.68,1,9.88,1,111
6.83,1,27,1,1.63,0,110
5.54,0,97.82,1,2.32,0,10
2.39,2,17.32,2,3.2,1,221
4.88,2,81.34,1,0.49,2,212
5.7,0,21.32,0,7.69,1,1
8.37,1,19.55,0,0.44,2,102
6.8,1,26.5,1,1.63,0,110
6.8,1,26.5,1,1.64,0,110
6.07,0,53.67,1,1.8,0,10
5.86,0,20.51,0,0.36,2,2
5.18,2,77.49,1,4.03,1,211
11.59,1,37.76,1,0.34,2,112
5.78,0,25.1,1,0.78,2,12
7.15,1,18.79,0,0.43,2,102
6.76,1,26.5,1,2,0,110
6.81,1,26.5,1,1.71,0,110
5.79,0,64.09,1,1.52,0,10
0.48,2,17.38,2,2.27,0,220
6.75,1,26,1,1.63,0,110
5.95,0,22,0,2.12,0,0
11.66,1,20.75,0,0.04,2,102
4.03,2,18.18,0,8.3,1,201
6.72,1,27,1,2.01,0,110
13.56,1,19.97,0,9.89,1,101
7.26,1,19.1,0,0.21,2,102
6.4,1,2.64,2,7.89,1,121
6.02,0,32.32,1,1.71,0,10
6.34,1,1.5,2,1.54,0,120
6.07,0,25.13,1,1.22,0,10
7.08,1,21.02,0,1.47,0,100
6.82,1,27,1,1.62,0,110
6.79,1,26.5,1,1.71,0,110
11.44,1,49.53,1,9.78,1,111
5.64,0,10.76,2,8.6,1,21
6.63,1,27,1,1.86,0,110
6.86,1,26.5,1,1.63,0,110
3.58,2,21.14,0,0.88,2,202
5.87,0,39.14,1,2.14,0,10
5.9,0,13.08,2,0.28,2,22
11.08,1,18.66,0,1.83,0,100
10.83,1,34.22,1,4.43,1,111
6.79,1,26.5,1,1.63,0,110
4.02,2,21.57,0,6.08,1,201
6.85,1,27,1,1.62,0,110
5.78,0,21.79,0,0.65,2,2
6.79,1,26.5,1,1.71,0,110
6.73,1,26.5,1,1.62,0,110
7.76,1,93.15,1,7.95,1,111
6.1,0,57.42,1,7.73,1,11
0.2,2,17.89,2,0.47,2,222
6.69,1,27,1,1.99,0,110
5.75,0,18.37,0,0.96,2,2
6.81,1,26.5,1,1.64,0,110
12.73,1,7.95,2,1.6,0,120
1.7,2,6.3,2,9.98,1,221
2.85,2,19.9,0,2.09,0,200
7.03,1,97.49,1,8.11,1,111
5.33,2,20.24,0,0.63,2,202
1.37,2,65.63,1,6.93,1,211
6.8,1,26.5,1,1.64,0,110
0.39,2,3.79,2,1.61,0,220
4.88,2,12.4,2,5.3,1,221
6.82,1,26.5,1,1.56,0,110
2.11,2,57.87,1,0.17,2,212
6.77,1,26,1,1.66,0,110
5.58,0,12.25,2,0.23,2,22
5.89,0,19,0,1.75,0,0
6.18,0,21,0,2.39,0,0
2.53,2,63.34,1,2.37,0,210
6.75,1,26.5,1,1.62,0,110
5.94,0,21.78,0,0.76,2,2
12.33,1,2.72,2,2.55,1,121
5.52,0,14.13,2,1.44,0,20
0.44,2,87.12,1,0.41,2,212
6.82,1,27,1,1.62,0,110
6.8,1,26.5,1,1.72,0,110
6.81,1,26.5,1,1.64,0,110
4.25,2,11.3,2,0.25,2,222
7.02,1,10.68,2,0.08,2,122
7.34,1,19.93,0,2.06,0,100
6.05,0,18.23,0,0.1,2,2
4.31,2,17.93,2,2.89,1,221
6.78,1,26.5,1,2.02,0,110
10.07,1,1.36,2,0.39,2,122
5.29,2,29.76,1,3.21,1,211
5.51,0,20,0,2.38,0,0
3.9,2,53.97,1,0.88,2,212
6.82,1,27,1,1.62,0,110
4.69,2,74.59,1,0.78,2,212
9.19,1,3.31,2,0.57,2,122
0.59,2,18.32,0,1.32,0,200
0.79,2,15.57,2,5.38,1,221
10.77,1,20.97,0,8.7,1,101
0.43,2,7.89,2,5.05,1,221
6.79,1,26.5,1,1.64,0,110
5.78,0,21.41,0,3.4,1,1
5.7,0,94.02,1,1.18,2,12
5.67,0,22,0,2.34,0,0
13.63,1,2.96,2,1.6,0,120
13.33,1,20.8,0,1.64,0,100
6.85,1,27,1,1.62,0,110
6.8,1,26.5,1,1.62,0,110
5.68,0,2.46,2,9.71,1,21
2.72,2,66.14,1,1.43,0,210
3.54,2,18.26,0,1.34,0,200
0.01,2,7.51,2,9.16,1,221
6.12,0,18,0,2.31,0,0
4.18,2,19.35,0,0.09,2,202
7.3,1,64.3,1,0.18,2,112
6.77,1,26.5,1,1.63,0,110
3.01,2,3.79,2,3.22,1,221
6.18,0,8.73,2,6.66,1,21
5.47,2,74.84,1,1.98,0,210
6.83,1,26.5,1,1.64,0,110
6.75,1,26.5,1,1.62,0,110
6.1,0,10.75,2,1.36,0,20
0.93,2,2.59,2,7.85,1,221
10.74,1,18.34,0,1.27,0,100
6.83,1,26.5,1,1.64,0,110
1.06,2,18.37,0,2.02,0,200
0.96,2,11.19,2,1.78,0,220
6.6,1,3.05,2,1.97,0,120
6.77,1,26,1,1.68,0,110
6.81,1,26.5,1,1.64,0,110
6.43,1,16.74,2,7.4,1,121
5.98,0,4.01,2,0.63,2,22
6.78,1,27,1,1.91,0,110
6,0,6.62,2,9.05,1,21
4.93,2,89.9,1,7.48,1,211
6.8,1,26.5,1,1.72,0,110
6.79,1,26.5,1,2.01,0,110
10.63,1,18.52,0,1.6,0,100
6.81,1,26.5,1,1.63,0,110
6.1,0,18.77,0,1.18,2,2
1.16,2,67.9,1,0.27,2,212
6.84,1,27,1,1.62,0,110
5.67,0,20,0,2.4,0,0
5.6,0,8.49,2,6.13,1,21
12.37,1,48.83,1,2.54,1,111
6.75,1,26.5,1,2.04,0,110
11.09,1,19.74,0,2.75,1,101
6.2,0,12.1,2,1.19,2,22
4.09,2,19.51,0,7.51,1,201
6.73,1,27,1,2.02,0,110
1.44,2,63.53,1,2.26,0,210
6.8,1,27,1,1.89,0,110
5.58,0,19,0,1.91,0,0
3.7,2,21.21,0,1.19,2,202
6.72,1,27,1,2.02,0,110
4.78,2,13.51,2,1.85,0,220
10.93,1,64.52,1,1.05,2,112
6.79,1,26.5,1,1.63,0,110
3.34,2,14.47,2,1.82,0,220
6.76,1,26.5,1,1.64,0,110
0.59,2,21.91,0,1.16,2,202
6.85,1,26.5,1,1.63,0,110
2.63,2,8.22,2,2.79,1,221
6.04,0,15.73,2,0.29,2,22
11.69,1,21,0,2.53,1,101
5.65,0,21,0,2.12,0,0
0.13,2,1,2,3,1,221
5.66,0,16.73,2,0.18,2,22
8.47,1,0.12,2,0.12,2,122
2.14,2,21.2,0,6.19,1,201
5.95,0,20,0,1.59,0,0
12.39,1,3.18,2,1.12,2,122
8.34,1,9.9,2,3.05,1,121
5.91,0,18.87,0,3.95,1,1
6.78,1,26.5,1,1.72,0,110
5.98,0,11.42,2,8.88,1,21
5.79,0,6.89,2,0.16,2,22
10.3,1,20.55,0,6.86,1,101
6.79,1,27,1,1.86,0,110
6.74,1,27,1,1.95,0,110
6.58,1,13.33,2,7.5,1,121
5.93,0,29.74,1,2.31,0,10
2.34,2,39.35,1,0.35,2,212
5.8,0,19,0,1.51,0,0
10.54,1,32.3,1,0.23,2,112
10.6,1,17.93,2,8.29,1,121
5.79,0,51.12,1,2.09,0,10
7.56,1,19.68,0,0.68,2,102
3.18,2,81.74,1,1.7,0,210
5.78,0,20.59,0,6.56,1,1
5.84,0,19.41,0,3.79,1,1
1.18,2,29.1,1,6.24,1,211
12.25,1,18.75,0,2,0,100
0.49,2,96.97,1,1.31,0,210
8.21,1,7.04,2,1.36,0,120
5.99,0,7.43,2,1.9,0,20
6.84,1,26.5,1,1.64,0,110
6.89,1,82.16,1,1.04,2,112
5.97,0,25.29,1,8.96,1,11
6.13,0,18,0,1.95,0,0
5.83,0,13.27,2,1.75,0,20
2.61,2,18.86,0,4.41,1,201
6.04,0,13.53,2,2.92,1,21
5.87,0,18.26,0,2.76,1,1
2.31,2,1.53,2,8.93,1,221
5.85,0,9.8,2,0.22,2,22
0.32,2,14.15,2,2.39,0,220
6.84,1,26.5,1,1.64,0,110
13.95,1,9.79,2,1.65,0,120
0.1,2,21.43,0,4.44,1,201
6.69,1,27,1,1.97,0,110
7.58,1,4.35,2,5.35,1,121
3.61,2,5.16,2,2.66,1,221
13.82,1,46.19,1,0.26,2,112
5.91,0,7.2,2,1.16,2,22
6.18,0,14.03,2,0.29,2,22
6.76,1,9.82,2,1.61,0,120
0.84,2,9.93,2,2.05,0,220
4.96,2,4.19,2,6.22,1,221
5.73,0,24.98,1,9.8,1,11
5.85,0,22.6,1,7.52,1,11
5.51,0,20.5,0,1.32,0,0
5.72,0,21.04,0,0.64,2,2
11.23,1,20.72,0,8.95,1,101
11.86,1,20.61,0,8.81,1,101
2.38,2,83.96,1,7.99,1,211
9.34,1,71.75,1,1.12,2,112
9.43,1,2.99,2,2.57,1,121
1.51,2,15.41,2,1.08,2,222
6.74,1,27,1,2.01,0,110
1.31,2,19.07,0,1.75,0,200
6.75,1,26,1,1.63,0,110
6.69,1,27,1,1.86,0,110
12.72,1,11.99,2,4.23,1,121
3.31,2,11.67,2,1.74,0,220
4.19,2,18.24,0,0.11,2,202
6.7,1,27,1,1.99,0,110
6.8,1,27,1,1.7,0,110
9.69,1,46.59,1,0.93,2,112
5.52,0,87.23,1,4.81,1,11
11.91,1,24.84,1,0.7,2,112
12.65,1,24.44,1,0.82,2,112
0.58,2,19.83,0,2.01,0,200
0.36,2,26.5,1,1.66,0,210
11.75,1,8.33,2,2.67,1,121
5.65,0,6.88,2,4.98,1,21
6.84,1,27,1,1.63,0,110
5.92,0,40.72,1,3.46,1,11
6.77,1,26.5,1,1.64,0,110
12.22,1,17.09,2,7.69,1,121
5.56,0,49.34,1,0.28,2,12
7.58,1,1,2,1.37,0,120
6.85,1,26.5,1,1.63,0,110
6.78,1,26.5,1,1.63,0,110
6.17,0,57.39,1,6.02,1,11
3.59,2,17.43,2,5.38,1,221
5.76,0,1.77,2,2.13,0,20
5.88,0,18.35,0,0.02,2,2
6.7,1,1.21,2,0.7,2,122
5.9,0,20.22,0,8.76,1,1
6.17,0,72.22,1,7.93,1,11
3.92,2,16.5,2,2.29,0,220
5.57,0,93.99,1,9.67,1,11
6.67,1,27,1,1.98,0,110
6.7,1,27,1,2.01,0,110
6.2,0,21.56,0,0.82,2,2
9.77,1,95.82,1,0.88,2,112
5.54,0,57.35,1,2.26,0,10
12.1,1,23.98,1,2.61,1,111
6.04,0,20.15,0,0.1,2,2
0.36,2,21.08,0,4.37,1,201
6.8,1,26.5,1,1.72,0,110
6.74,1,27,1,1.87,0,110
6.19,0,36.54,1,5.11,1,11
0.59,2,18.16,0,2.14,0,200
5.54,0,2.98,2,8.85,1,21
2.91,2,95.04,1,2.47,0,210
3.71,2,61.09,1,2.04,0,210
6.07,0,19.67,0,1.01,2,2
8.87,1,75.24,1,0.88,2,112
0.45,2,3.81,2,0.29,2,222
6.83,1,26.5,1,1.64,0,110
4.45,2,47.62,1,2.1,0,210
7.18,1,18.67,0,8.02,1,101
5.72,0,20.21,0,1.08,2,2
6.75,1,27,1,1.95,0,110
11.1,1,4.94,2,4.73,1,121
12.72,1,15.98,2,5.39,1,121
6.83,1,27,1,1.62,0,110
13.82,1,21.7,0,8.59,1,101
0.88,2,18.99,0,1.85,0,200
2.66,2,34.16,1,1.23,0,210
11.92,1,20.02,0,0.79,2,102
6.84,1,26.5,1,1.63,0,110
2.87,2,58.92,1,2.23,0,210
13.01,1,20.78,0,2.16,0,100
9.23,1,8.64,2,1.47,0,120
7.69,1,18.02,0,3.73,1,101
7.95,1,21.7,0,1.16,2,102
1.29,2,20.92,0,2.35,0,200
3.79,2,32.42,1,6.95,1,211
8.9,1,18.72,0,9.2,1,101
6.87,1,27,1,1.62,0,110
11.95,1,82.35,1,0.05,2,112
6.8,1,26.5,1,1.71,0,110
5.77,0,15.86,2,7.78,1,21
5.8,0,57.38,1,5.43,1,11
0.57,2,55.47,1,1.12,2,212
6.13,0,21.06,0,2.53,1,1
6.79,1,7.53,2,0.42,2,122
4.52,2,20.41,0,4.63,1,201
5.61,0,8.52,2,2.15,0,20
4.5,2,33.91,1,5.68,1,211
5.77,0,75.57,1,5.6,1,11
6.8,1,26.5,1,1.63,0,110
6.03,0,3.59,2,2.22,0,20
5.59,0,0.48,2,2.01,0,20
2.6,2,24.3,1,0.27,2,212
11.55,1,30.42,1,0.01,2,112
6.85,1,16.19,2,1.56,0,120
5.55,0,15.44,2,3.58,1,21
5.66,0,3.22,2,1.66,0,20
11.53,1,20.64,0,2.07,0,100
5.71,0,21.07,0,0.97,2,2
4.66,2,1.64,2,0.64,2,222
7.07,1,18.58,0,1.63,0,100
6.84,1,26.5,1,1.64,0,110
4.55,2,15.17,2,2.37,0,220
9.76,1,20.99,0,1.08,2,102
11.87,1,6.58,2,2.05,0,120
1.96,2,19.84,0,2.17,0,200
3.56,2,29.31,1,9.71,1,211
5.88,0,16.52,2,9.88,1,21
12.9,1,0.37,2,1.67,0,120
6.79,1,27,1,1.91,0,110
6.67,1,27,1,1.98,0,110
6.68,1,27,1,1.99,0,110
7.28,1,81.85,1,0.39,2,112
5.83,0,91.22,1,0.75,2,12
5.56,0,13.8,2,1.52,0,20
5.74,0,70.95,1,1.83,0,10
2.33,2,86.14,1,0.69,2,212
6.83,1,27,1,1.62,0,110
6.81,1,26.5,1,1.64,0,110
1.59,2,19.35,0,1,2,202
5.36,2,81.53,1,3.04,1,211
5.92,0,19.3,0,4.04,1,1
9.04,1,8.62,2,0.84,2,122
6.77,1,26.5,1,2,0,110
6.83,1,26.5,1,1.64,0,110
6.75,1,26,1,1.64,0,110
5.78,0,71.4,1,5.64,1,11
6.19,0,20,0,2.42,0,0
6.77,1,27,1,1.74,0,110
5.66,0,19.07,0,8.17,1,1
3.87,2,60.15,1,6.21,1,211
6.83,1,26.5,1,1.64,0,110
3.68,2,49.14,1,6.15,1,211
6.82,1,26.5,1,1.64,0,110
6.83,1,27,1,1.63,0,110
9.46,1,14.38,2,1.02,2,122
6.78,1,26.5,1,1.71,0,110
5.77,0,18.4,0,0.4,2,2
6,0,18.18,0,7.38,1,1
3.57,2,12.02,2,0.22,2,222
6.79,1,27,1,1.7,0,110
5.66,0,21.56,0,0.45,2,2
5.96,0,21.55,0,8.18,1,1
4.37,2,88.03,1,1.45,0,210
6.77,1,27,1,2.04,0,110
6.78,1,27,1,1.7,0,110
8.52,1,40.55,1,0.59,2,112
8.93,1,6.48,2,2.49,0,120
9.16,1,20.91,0,0.43,2,102
1.59,2,17.08,2,1.48,0,220
6.77,1,26.5,1,1.73,0,110
6.71,1,27,1,1.93,0,110
6.05,0,66.57,1,0.06,2,12
5.59,0,5.85,2,1.36,0,20
2.01,2,97.07,1,7.28,1,211
5.79,0,68.48,1,7.06,1,11
6.74,1,27,1,2.01,0,110
6.05,0,96.91,1,8.03,1,11
0.7,2,3.4,2,0.77,2,222
7.48,1,19.13,0,4.82,1,101
1.18,2,21.11,0,1.31,0,200
7.3,1,10.46,2,2.91,1,121
8.96,1,16.82,2,2.15,0,120
2.8,2,19.39,0,1.55,0,200
4.2,2,3.51,2,2.64,1,221
9.26,1,87.62,1,0.49,2,112
5.84,0,57.43,1,1.15,2,12
0.98,2,20.75,0,0.81,2,202
13.2,1,6.64,2,0.02,2,122
1.27,2,1.41,2,7.37,1,221
6.82,1,26.5,1,1.63,0,110
5.06,2,17.49,2,1.99,0,220
3.06,2,20.66,0,0.07,2,202
6.76,1,26.5,1,1.98,0,110
5.63,0,63.45,1,3.62,1,11
6.86,1,27,1,1.63,0,110
4.8,2,1.68,2,2.4,0,220
6.78,1,26.5,1,1.71,0,110
6.79,1,26.5,1,1.71,0,110
13.67,1,21.49,0,5.59,1,101
13.6,1,21.4,0,1.3,0,100
3.17,2,19,0,0.89,2,202
1.27,2,6.11,2,0.31,2,222
6.78,1,26.5,1,1.62,0,110
2.44,2,18.61,0,7.28,1,201
5.81,0,17.08,2,0.38,2,22
1.6,2,21.43,0,1.41,0,200
6.01,0,95.89,1,3.14,1,11
5.99,0,10.14,2,5.95,1,21
2.32,2,18.63,0,8.99,1,201
7.07,1,0.95,2,8.52,1,121
6.78,1,27,1,1.86,0,110
6.71,1,27,1,1.98,0,110
6.69,1,27,1,1.99,0,110
5.77,0,2.98,2,0.92,2,22
5.52,0,28.54,1,1.62,0,10
4.19,2,14.15,2,6.28,1,221
2.08,2,1.73,2,0.81,2,222
5.67,0,88.09,1,4.44,1,11
12.49,1,16.82,2,1.54,0,120
12.75,1,18.9,0,0.28,2,102
6.8,1,27,1,1.89,0,110
7.52,1,20.76,0,0.68,2,102
6,0,0.19,2,6.89,1,21
5.97,0,78.61,1,0.45,2,12
4.15,2,18.41,0,7.24,1,201
4.03,2,21.19,0,1.79,0,200
10.61,1,29.86,1,7.94,1,111
5.58,0,17.96,2,1.72,0,20
6.77,1,26,1,1.64,0,110
6.16,0,41.64,1,2.37,0,10
6.82,1,26.5,1,1.63,0,110
6.33,1,51.08,1,0.06,2,112
0.38,2,13.12,2,7.24,1,221
5.38,2,30.63,1,0.15,2,212
7.19,1,20.63,0,2.29,0,100
6.08,0,18,0,1.73,0,0
0.64,2,20.52,0,6.7,1,201
6,0,2.18,2,0.92,2,22
0.66,2,1.5,2,2.37,0,220
11.38,1,4.57,2,0.69,2,122
6.78,1,26.5,1,1.71,0,110
9.53,1,13.03,2,1.69,0,120
6.13,0,50.32,1,9.68,1,11
5.67,0,19,0,2.36,0,0
1.81,2,21.11,0,2.09,0,200
5.8,0,21.88,0,0.21,2,2
13.44,1,63.81,1,9.31,1,111
6.1,0,5.35,2,7.57,1,21
5.88,0,57.98,1,1.74,0,10
3.22,2,18.6,0,5.33,1,201
1.28,2,5.91,2,1.94,0,220
6.03,0,84.95,1,2.49,0,10
7.51,1,9.9,2,2.75,1,121
5.88,0,18,0,2.01,0,0
8.15,1,7.1,2,9.37,1,121
6.84,1,26.5,1,1.63,0,110
2.78,2,20.66,0,0.39,2,202
5.74,0,65.34,1,8.11,1,11
6.8,1,26.5,1,1.71,0,110
6.79,1,26.5,1,1.71,0,110
1.45,2,29.97,1,0.8,2,212
6.85,1,26.5,1,1.63,0,110
6.8,1,26.5,1,1.71,0,110
6.8,1,26.5,1,1.72,0,110
5.82,0,14.85,2,1.11,2,22
5.64,0,97.7,1,0.4,2,12
5.99,0,21,0,1.78,0,0
6.79,1,26.5,1,1.95,0,110
5.98,0,73.85,1,1.14,2,12
9.98,1,44.32,1,0.82,2,112
5.87,0,26.43,1,0.77,2,12
5.84,0,40.24,1,6.77,1,11
6.8,1,27,1,1.86,0,110
5.68,0,2.74,2,0.87,2,22
6.78,1,26.5,1,1.64,0,110
5.78,0,66.59,1,8.94,1,11
6.31,1,19.22,0,2.17,0,100
12.63,1,70.51,1,0.04,2,112
6.82,1,26.5,1,1.62,0,110
6.13,0,18,0,1.85,0,0
6.82,1,26.5,1,1.64,0,110
3.93,2,29.22,1,1.65,0,210
5.78,0,42.12,1,0.83,2,12
0.38,2,18.04,0,0.09,2,202
6.81,1,26.5,1,1.64,0,110
12.41,1,13.24,2,2.32,0,120
6.77,1,26.5,1,1.73,0,110
11.94,1,33.92,1,0.49,2,112
8.02,1,18.11,0,2.11,0,100
6.82,1,27,1,1.7,0,110
13.29,1,7.03,2,1,2,122
13.12,1,76.25,1,0.98,2,112
9.26,1,14.13,2,0.14,2,122
11.64,1,0.83,2,8.99,1,121
6.84,1,26.5,1,1.64,0,110
11.24,1,21.12,0,5.43,1,101
11.41,1,35.09,1,0.85,2,112
6.03,0,46.05,1,2.36,0,10
1.23,2,90.12,1,2.4,0,210
0.76,2,19.22,0,0.52,2,202
10.47,1,21.48,0,1.85,0,100
2.52,2,21.83,0,2.15,0,200
13.35,1,84.06,1,0.38,2,112
12.38,1,66.25,1,7.65,1,111
6.79,1,26.5,1,1.64,0,110
5.61,0,82.12,1,7.61,1,11
8.49,1,21.74,0,8.75,1,101
6.07,0,66.55,1,0.26,2,12
6.45,1,29.84,1,2.97,1,111
4.12,2,1.6,2,1.81,0,220
3.36,2,29.51,1,1.63,0,210
5.82,0,71.17,1,5.84,1,11
0.17,2,10.89,2,4.95,1,221
11.49,1,21.59,0,8.35,1,101
5.36,2,55.41,1,0.68,2,212
6.36,1,5.1,2,8.58,1,121
3.1,2,98.69,1,1.1,2,212
2.82,2,11.39,2,2.29,0,220
6.77,1,26.5,1,2.01,0,110
5.55,0,6.72,2,9.51,1,21
4.17,2,82.57,1,0.07,2,212
2.89,2,13.34,2,0.88,2,222
6.83,1,27,1,1.62,0,110
6.82,1,26.5,1,1.64,0,110
5.27,2,0.51,2,1.99,0,220
4.27,2,19.34,0,6.65,1,201
5.8,0,29.13,1,3.95,1,11
1.33,2,19.81,0,5.65,1,201
12.52,1,7.71,2,0.7,2,122
11.98,1,61.18,1,6.62,1,111
6.73,1,27,1,1.95,0,110
6.07,0,70.86,1,2.03,0,10
6.72,1,27,1,2.04,0,110
8.04,1,21.79,0,1.52,0,100
4.96,2,18.14,0,0.92,2,202
6.76,1,26.5,1,1.64,0,110
1.11,2,20.85,0,0.81,2,202
3.05,2,59.53,1,6.68,1,211
10.56,1,19.87,0,5.32,1,101
4.71,2,20.57,0,1.4,0,200
1.91,2,11.96,2,1.6,0,220
6.83,1,26.5,1,1.63,0,110
6.77,1,26.5,1,1.64,0,110
2.99,2,21.5,0,1.39,0,200
0.34,2,21.83,0,6.58,1,201
3.43,2,21.99,0,2.29,0,200
2.91,2,85.16,1,1.93,0,210
6.85,1,27,1,1.63,0,110
6.48,1,18.28,0,3.95,1,101
6.8,1,26.5,1,1.62,0,110
6.14,0,15.56,2,6,1,21
5.91,0,92.37,1,8.13,1,11
6.66,1,27,1,1.97,0,110
13.52,1,20.32,0,9.53,1,101
1.67,2,21.43,0,5.66,1,201
1.56,2,17.51,2,9.23,1,221
2.21,2,20.46,0,2.03,0,200
6.86,1,27,1,1.62,0,110
6.86,1,26.5,1,1.63,0,110
13.99,1,41.57,1,1.17,2,112
4.74,2,13.31,2,1.71,0,220
5.56,0,22,0,1.33,0,0
6.03,0,19,0,2.14,0,0
6.78,1,27,1,1.9,0,110
10.59,1,22.05,1,6.22,1,111
6.08,0,7.14,2,0.7,2,22
4.99,2,58.79,1,4.05,1,211
1.56,2,96.06,1,7,1,211
5.71,0,18.09,0,0.57,2,2
13.66,1,0.48,2,6.31,1,121
5.43,2,58.67,1,3.94,1,211
0.87,2,19.24,0,0.3,2,202
1.38,2,1.23,2,0.51,2,222
9.89,1,8.11,2,5.72,1,121
5.75,0,2.26,2,0.46,2,22
5.88,0,10.96,2,3.45,1,21
9.31,1,20.42,0,8.91,1,101
3.28,2,91.55,1,1.43,0,210
4.05,2,21.54,0,0.87,2,202
7.17,1,19.06,0,5.01,1,101
3.31,2,76.77,1,0.5,2,212
4.55,2,8.66,2,2.36,0,220
6.78,1,26.5,1,2.01,0,110
1.17,2,79.73,1,0.92,2,212
6.14,0,65.73,1,1.06,2,12
6.78,1,27,1,1.7,0,110
11.6,1,20.23,0,3.31,1,101
13.7,1,12.45,2,1.53,0,120
6.18,0,57.69,1,6.14,1,11
12.95,1,19.4,0,5.67,1,101
1.33,2,10.7,2,1.4,0,220
2.88,2,38.01,1,0.77,2,212
5.34,2,11.24,2,1.7,0,220
6.1,0,20.9,0,9.85,1,1
13.61,1,18.28,0,0.35,2,102
6.73,1,27,1,2.01,0,110
6.76,1,26.5,1,1.71,0,110
6.42,1,20.28,0,1.81,0,100
1.91,2,70.34,1,6.01,1,211
13.1,1,12.06,2,8.88,1,121
6.81,1,26.5,1,1.71,0,110
5.87,0,51.38,1,1.29,0,10
3.38,2,95.3,1,4.92,1,211
6.76,1,26.5,1,2.05,0,110
6.78,1,26.5,1,1.72,0,110
4.06,2,4,2,8.4,1,221
6.2,0,22,0,1.33,0,0
6.79,1,27,1,1.7,0,110
5.67,0,21.69,0,0.09,2,2
5.55,0,3.47,2,3.19,1,21
13.52,1,4,2,0.59,2,122
0.83,2,40.03,1,0.65,2,212
6.17,0,81.06,1,0.69,2,12
1.26,2,87.91,1,7.96,1,211
4.74,2,20.54,0,0.31,2,202
11.37,1,3.3,2,3.21,1,121
6.18,0,66.88,1,0.88,2,12
6.07,0,26.5,1,1.66,0,10
12.01,1,4.84,2,8.64,1,121
2.82,2,18.82,0,0.83,2,202
11.01,1,20.01,0,0.37,2,102
8.54,1,20.15,0,2,0,100
6.76,1,26.5,1,2.02,0,110
11.4,1,5.41,2,7.07,1,121
3.32,2,21.39,0,3.29,1,201
6.83,1,26.5,1,1.63,0,110
6.15,0,20.45,0,6.62,1,1
13.7,1,24.76,1,7.28,1,111
13.24,1,46.56,1,0.94,2,112
6.79,1,26.5,1,1.64,0,110
6.46,1,0.73,2,1.02,2,122
6.68,1,27,1,1.76,0,110
2.39,2,28.45,1,1.17,2,212
5.85,0,94.49,1,0.34,2,12
6.08,0,76.96,1,1,2,12
5.5,0,19.51,0,0.86,2,2
3.88,2,18.32,0,1.01,2,202
6.82,1,26.5,1,1.63,0,110
6.67,1,20.66,0,8.22,1,101
6.85,1,26.5,1,1.63,0,110
5.93,0,99.36,1,4.6,1,11
6.15,0,18,0,1.71,0,0
6.16,0,40.16,1,3.35,1,11
0.1,2,19.22,0,0.23,2,202
12.29,1,19.52,0,1.4,0,100
6.8,1,26.5,1,1.63,0,110
5.74,0,18,0,2.17,0,0
8.04,1,21.87,0,8.82,1,101
6.75,1,26.5,1,1.73,0,110
6.98,1,12.07,2,8.23,1,121
6.94,1,13.29,2,0.21,2,122
5.35,2,18.65,0,2.26,0,200
7.17,1,19.46,0,2.42,0,100
6.71,1,27,1,1.96,0,110
6.08,0,19.68,0,5.72,1,1
6.1,0,17.35,2,1.16,2,22
6.77,1,26.5,1,1.68,0,110
6.05,0,21,0,1.49,0,0
4.53,2,18.16,0,5.29,1,201
1.98,2,21.92,0,2.47,0,200
5.69,0,6.43,2,9.83,1,21
11.65,1,1.81,2,2.41,0,120
13.48,1,5.45,2,6.26,1,121
7.31,1,20.35,0,1.39,0,100
5.63,0,21.89,0,9.57,1,1
6.73,1,26.5,1,2.04,0,110
13.42,1,11.68,2,0.28,2,122
0.06,2,18.62,0,0.47,2,202
4.82,2,19.19,0,1.53,0,200
3.61,2,7.91,2,2.15,0,220
4.66,2,35.11,1,1.67,0,210
6.76,1,26.5,1,1.71,0,110
6.77,1,26.5,1,1.73,0,110
5.5,0,16.49,2,0.09,2,22
4.46,2,21.31,0,9.79,1,201
4.57,2,4.12,2,3.34,1,221
12.91,1,12.68,2,1.06,2,122
2.23,2,19.63,0,4.74,1,201
6.74,1,26.5,1,1.62,0,110
5.89,0,20.5,0,1.63,0,0
6.17,0,98.2,1,0.08,2,12
6.8,1,26.5,1,1.64,0,110
6.71,1,27,1,2.01,0,110
13.44,1,19.6,0,0.82,2,102
5.59,0,20.47,0,0.22,2,2
6.59,1,20.91,0,2.04,0,100
5.99,0,27.41,1,1.11,2,12
6.79,1,26.5,1,1.72,0,110
6.79,1,27,1,1.91,0,110
0.33,2,16.11,2,4.12,1,221
2.11,2,57.96,1,6.73,1,211
7.35,1,12.62,2,1.24,0,120
3.71,2,5.28,2,8.37,1,221
